单字,字频序,相撞码,不让位表候选,综合表候选,综合表首选,二字词最高序,二字词,四字简词最高序,四字简词,处理动作,状态,裁决备注
𨱏,8288,danj,1,1,𨱏,30375,大难,,,retain_single,按发布候选顺序落实,
𪟝,8295,jixk,1,2,记性,4753,记性 畸形 即兴 机型 急性 极性 剂型 纪行 极刑,,,word_first,按发布候选顺序落实,
𪩘,8300,yjuv,1,2,盐水,6002,盐水 盐税,,,word_first,按发布候选顺序落实,
𫄨,8303,iifg,1,2,赤峰,17462,赤峰 敕封,,,word_first,按发布候选顺序落实,
𫇭,8306,wwqk,1,1,𫇭,46323,危情 卫青,,,retain_single,按发布候选顺序落实,
𫍲,8310,xnmg,2,2,筱,51241,晓梦,,,retain_single,按发布候选顺序落实,
𫑡,8315,mgjy,1,2,盟军,18255,盟军,,,word_first,按发布候选顺序落实,
𫓧,8316,funv,1,2,妇女,1388,妇女 父女 腐女,,,word_first,按发布候选顺序落实,
𫓹,8319,jinv,2,3,妓女,6499,妓女 继女,,,word_first,按发布候选顺序落实,
𫔎,8321,jtnj,1,1,𫔎,36196,绝难,,,retain_single,按发布候选顺序落实,
𫗴,8327,vjgr,1,2,展馆,13935,展馆,,,word_first,按发布候选顺序落实,
𫟅,8340,llff,1,1,𫟅,41056,两分 凉粉,,,retain_single,按发布候选顺序落实,
𫷷,8357,xbcd,1,1,𫷷,37774,心裁,,,retain_single,按发布候选顺序落实,
𬌗,8369,hekj,1,1,𬌗,33175,合刊,,,retain_single,按发布候选顺序落实,
𬙋,8387,xlfg,1,2,相逢,7929,相逢 乡风,,,word_first,按发布候选顺序落实,
𬣡,8395,jmmb,3,4,贱民,25679,贱民 健民,,,word_first,按发布候选顺序落实,
𬣳,8396,hfmw,1,1,𬣳,41942,很美,,,retain_single,按发布候选顺序落实,
𬨎,8401,yzcy,1,2,犹存,24589,犹存,,,word_first,按发布候选顺序落实,
𬬹,8409,ufna,1,1,𬬹,59508,哂纳,,,retain_single,按发布候选顺序落实,
𬭳,8421,xinj,1,2,西南,4561,西南,,,word_first,按发布候选顺序落实,
𬮿,8426,gdyt,1,1,𬮿,53695,该月,,,retain_single,按发布候选顺序落实,
𬯀,8427,jiyy,3,4,积云,29984,积云,,,word_first,按发布候选顺序落实,
𬶏,8440,wwyt,1,2,违约,19085,违约,7620,五位一体,word_first,按发布候选顺序落实,
𬶮,8446,xiyj,1,2,吸烟,3389,吸烟 戏言 喜宴,,,word_first,按发布候选顺序落实,
𬷕,8447,bulc,1,2,捕捞,13990,捕捞 不老,,,word_first,按发布候选顺序落实,
𬸚,8449,ythc,1,1,𬸚,39570,约好 月号,,,retain_single,按发布候选顺序落实,
