字音频序	字	读音	最短码	最短码候选位	全码	全码候选位	补三简
1892	栋	dong	dsw	1	dswd	1	
1893	渡	du	dua	1	duap	1	
1894	钓	diao	dno	1	dnoa	1	
1895	薪	xin	xbn	1	xbnp	1	
1896	驱	qu	qur	1	qurt	1	
1897	钉	ding	dko	1	dkop	1	
1898	榄	lan	ljw	1	ljwq	1	
1899	横	heng	hgw	1	hgwo	1	
1900	踩	cai	cds	1	cdsr	1	
1901	橄	gan	gjwp	1	gjwp	1	
1902	拘	ju	jupq	1	jupq	1	
1903	犬	quan	qrt	1	qrtt	1	
1904	佣	yong	ysc	1	yscm	2	
1905	忧	you	yzx	1	yzxd	1	
1906	甘	gan	gje	1	gjee	1	
1907	坠	zhui	vve	1	vvez	1	
1908	宰	zai	zdiv	1	zdiv	1	
1909	腾	teng	tgm	1	tgmr	2	
1910	贼	zei	zw	1	zwqv	1	zwq
1911	霸	ba	bal	1	balm	1	
1912	胖	pang	phm	1	phmg	1	
1913	溃	kui	kv	1	kvaq	1	kva
1914	昂	ang	ah	1	ahbe	1	ahb
1915	拦	lan	ljp	1	ljpj	1	
1916	便	pian	pmct	1	pmct	1	
1917	脾	pi	pim	1	pimv	1	
1918	尿	niao	nnb	1	nnbr	1	
1919	凉	liang	llat	1	llat	1	
1920	役	yi	yicn	1	yicn	1	
1921	崇	chong	isv	1	isvl	1	
1922	菌	jun	jyn	1	jynr	1	
1923	哀	ai	aia	1	aiaq	1	
1924	淡	dan	dja	1	djaf	1	
1925	赔	pei	pwq	1	pwqq	1	
1926	熬	ao	aoj	1	aojf	1	
1927	革	ge	geee	1	geee	1	
1928	卑	bei	bwm	1	bwmv	1	
1929	谬	miu	mq	1	mqew	1	mqe
1930	抑	yi	yip	1	yipe	1	
1931	漠	mo	moac	1	moac	1	
1932	矿	kuang	klf	1	klfk	1	
1933	屠	tu	tub	1	tubb	1	
1934	逻	luo	loo	1	loox	1	
1935	腔	qiang	qlm	1	qlms	1	
1936	衡	heng	hgc	1	hgct	1	
1937	搅	jiao	jnp	1	jnpq	1	
1938	逛	guang	glu	1	glux	1	
1939	膝	xi	ximr	1	ximr	1	
1940	趁	chen	ifs	1	ifsw	1	
1941	僵	jiang	jlc	1	jlcj	1	
1942	摧	cui	cvp	1	cvpq	1	
1943	晃	huang	hlb	1	hlbt	1	
1944	盾	dun	dyw	1	dywb	1	
1945	肖	xiao	xnt	1	xntm	1	
1946	妥	tuo	tor	1	tors	1	
1947	铺	pu	puo	1	puon	1	
1948	赐	ci	ciq	1	ciqm	1	
1949	尘	chen	ift	1	iftz	1	
1950	堵	du	duz	1	duzb	1	
1951	骂	ma	maqr	1	maqr	1	
1952	窝	wo	woi	1	woif	1	
1953	薄	bo	bon	1	bonp	2	
1954	浮	fu	fua	1	fuat	3	
1955	跃	yue	ytst	1	ytst	1	
1956	厚	hou	hzk	1	hzkt	1	
1957	岩	yan	yjv	1	yjvf	1	
1958	诈	zha	vae	1	vaek	1	
1959	挨	ai	aip	1	aipg	1	
1960	扑	pu	pup	1	pupj	1	
1961	喉	hou	hzq	1	hzqg	1	
1962	谊	yi	yiel	1	yiel	1	
1963	疲	pi	pik	1	pikr	1	
1964	崔	cui	cvv	1	cvvq	1	
1965	诸	zhu	vueb	1	vueb	1	
1966	董	dong	dsn	1	dsnp	1	
1967	肃	su	sup	1	supo	1	
1968	倦	juan	jrc	1	jrcv	1	
1969	搏	bo	bopp	1	bopp	1	
1970	诅	zu	zuel	1	zuel	1	
1971	葛	ge	gen	1	genh	1	
1972	幼	you	yzy	1	yzyt	1	
1973	佐	zuo	zocs	1	zocs	1	
1974	械	xie	xpw	1	xpwn	1	
1975	沟	gou	gza	1	gzag	1	
1976	蛛	zhu	vugv	1	vugv	1	
1977	宿	su	sui	1	suim	1	
1978	差	chai	idx	1	idxs	1	
1979	映	ying	ykbt	1	ykbt	1	
1980	刮	gua	gxv	1	gxvt	1	
1981	纠	jiu	jqy	1	jqyx	1	
1982	胳	ge	gem	1	gemp	1	
1983	挽	wan	wjp	1	wjpj	1	
1984	愧	kui	kvx	1	kvxd	1	
1985	泉	quan	qrm	1	qrmr	1	
1986	催	cui	cvc	1	cvcq	1	
1987	袜	wa	wau	1	wauv	1	
1988	晋	jin	jbn	1	jbnb	1	
1989	叉	cha	iapa	1	iapa	1	
1990	捡	jian	jmpt	1	jmpt	1	
1991	狮	shi	uiuy	1	uiuy	1	
1992	棕	zong	zsw	1	zswl	1	
1993	瘦	shou	uzk	1	uzkp	1	
1994	亏	kui	kvj	1	kvjt	1	
1995	和	huo	hor	1	horq	1	
1996	腊	la	lam	1	lamb	1	
1997	懒	lan	ljx	1	ljxq	2	
1998	蹲	dun	dys	1	dysp	2	
1999	央	yang	yhh	1	yhht	1	
2000	惠	hui	hvj	1	hvjx	1	
2001	灌	guan	gra	1	graq	1	
2002	乏	fa	faw	1	fawt	1	
2003	侣	lv	lvc	1	lvcq	1	
2004	娱	yu	yus	1	yust	2	
2005	矮	ai	aig	1	aigs	1	
2006	披	pi	pipr	1	pipr	1	
2007	疫	yi	yik	1	yikn	1	
2008	谱	pu	pue	1	pueb	1	
2009	轰	hong	hsd	1	hsdp	1	
2010	栏	lan	ljwj	1	ljwj	1	
2011	拐	guai	gkp	1	gkpt	1	
2012	挪	nuo	nop	1	nope	1	
2013	沿	yan	yja	1	yjaq	1	
2014	悬	xuan	xrl	1	xrlx	1	
2015	槟	bin	bbw	1	bbwo	1	
2016	腹	fu	fump	1	fump	1	
2017	贫	pin	pbo	1	pboq	1	
2018	膊	bo	bomp	1	bomp	1	
2019	讽	feng	fge	1	fget	1	
2020	裹	guo	goa	1	goap	1	
2021	诡	gui	gve	1	gvev	1	
2022	番	fan	fjrp	1	fjrp	1	
2023	劝	quan	qrp	1	qrpt	2	
2024	噩	e	eeg	1	eegq	1	
2025	稿	gao	gcr	1	gcrq	2	
2026	慧	hui	hvg	1	hvgx	2	
2027	粹	cui	cvl	1	cvlv	1	
2028	雾	wu	wul	1	wult	1	
2029	瘤	liu	lqk	1	lqkp	1	
2030	嘉	jia	jxz	1	jxzq	1	
2031	淫	yin	yba	1	ybaz	1	
2032	姬	ji	jisl	1	jisl	1	
2033	雕	diao	dnh	1	dnhq	1	
2034	喘	chuan	irq	1	irql	1	
2035	唉	ai	aiqg	1	aiqg	1	
2036	茨	ci	cin	1	cinf	1	
2037	鲨	sha	uaaj	1	uaaj	1	
2038	隶	li	lip	1	lipr	1	
2039	添	tian	tma	1	tmax	1	
2040	肝	gan	gjm	1	gjmv	1	
2041	仗	zhang	vhct	1	vhct	1	
2042	锋	feng	fgo	1	fgog	1	
2043	蜡	la	lag	1	lagb	1	
2044	扩	kuo	kop	1	kopk	1	
2045	沮	ju	jua	1	jual	1	
2046	浑	hun	hyad	1	hyad	1	
2047	疏	shu	uutx	1	uutx	1	
2048	芙	fu	fun	1	funt	3	
2049	煮	zhu	vuk	1	vukf	1	
2050	盐	yan	yjz	1	yjzo	1	
2051	鄙	bi	biq	1	biqe	1	
2052	匪	fei	fwh	1	fwhr	1	
2053	呈	cheng	igq	1	igqg	1	
2054	煎	jian	jmof	1	jmof	1	
2055	耗	hao	hcv	1	hcvr	1	
2056	露	lou	lzl	1	lzlp	1	
2057	仆	pu	puc	1	pucj	1	
2058	会	kuai	kkf	1	kkfg	1	
2059	炼	lian	lmf	1	lmfd	1	
2060	掘	jue	jtp	1	jtpv	1	
2061	鹿	lu	luo	1	luoo	1	
2062	哲	zhe	vepq	1	vepq	1	
2063	炎	yan	yjff	1	yjff	1	
2064	弹	tan	tjt	1	tjtr	1	
2065	苹	ping	pkn	1	pknv	2	
2066	谜	mi	mie	1	miex	1	
2067	晶	jing	jkbb	1	jkbb	1	
2068	瞄	miao	mnb	1	mnbp	1	
2069	狄	di	diu	1	diuf	1	
2070	馅	xian	xmz	1	xmzm	1	
2071	赎	shu	uuq	1	uuqt	1	
2072	捷	jie	jpps	1	jpps	1	
2073	毙	bi	bizz	1	bizz	1	
2074	娅	ya	yas	1	yasn	1	
2075	沾	zhan	vja	1	vjaq	1	
2076	浓	nong	nsa	1	nsaa	1	
2077	降	xiang	xlex	1	xlex	1	
2078	烫	tang	thaf	1	thaf	1	
2079	侄	zhi	vicn	1	vicn	1	
2080	覆	fu	fur	1	furp	2	
2081	喽	lou	lzq	1	lzqs	1	
2082	穆	mu	murw	1	murw	1	
2083	跪	gui	gvs	1	gvsv	2	
2084	竭	jie	jph	1	jphh	1	
2085	逝	shi	uipx	1	uipx	1	
2086	黛	dai	ddcm	1	ddcm	1	
2087	赠	zeng	zgq	1	zgqb	1	
2088	琼	qiong	qsg	1	qsgt	1	
2089	笼	long	lsed	1	lsed	1	
2090	繁	fan	fjc	1	fjcy	1	
2091	湾	wan	wja	1	wjat	1	
2092	丸	wan	wjl	1	wjll	1	
2093	翼	yi	yit	1	yito	1	
2094	筒	tong	tse	1	tseq	2	
2095	肾	shen	ufx	1	ufxm	1	
2096	伞	san	sjf	1	sjfv	1	
2097	塌	ta	tazt	1	tazt	1	
2098	妨	fang	fhs	1	fhsd	1	
2099	铐	kao	kco	1	kcot	1	
2100	吼	hou	hzqt	1	hzqt	1	
2101	扶	fu	fupt	1	fupt	1	
2102	薯	shu	uun	1	uunb	1	
2103	抖	dou	dzp	1	dzpv	1	
2104	衰	shuai	uka	1	ukaj	1	
2105	谨	jin	jbe	1	jbeg	2	
2106	枚	mei	mwwp	1	mwwp	1	
2107	蜘	zhi	vigq	1	vigq	1	
2108	辨	bian	bmvt	1	bmvt	1	
2109	荐	jian	jmn	1	jmnt	1	
2110	屈	qu	qub	1	qubv	1	
2111	江	jiang	jla	1	jlas	1	
2112	臭	chou	izm	1	izmt	1	
2113	兜	dou	dzm	1	dzmt	1	
2114	均	jun	jyz	1	jyza	1	
2115	虐	nve	nt	1	ntjj	1	ntj
2116	飘	piao	pnr	1	pnrt	2	
2117	绅	shen	ufy	1	ufyp	1	
2118	侮	wu	wucf	1	wucf	1	
2119	摘	zhai	vdp	1	vdpk	1	
2120	润	run	ry	1	ryag	1	rya
2121	鸭	ya	yapg	1	yapg	1	
2122	矛	mao	mca	1	mcaa	2	
2123	饱	bao	bcz	1	bczv	1	
2124	囊	nang	nh	1	nhia	1	nhi
2125	贷	dai	ddcq	1	ddcq	1	
2126	丛	cong	csf	1	csfj	1	
2127	氛	fen	ffu	1	ffut	1	
2128	妄	wang	whos	1	whos	1	
2129	峰	feng	fgv	1	fgvg	1	
2130	漆	qi	qiar	1	qiar	1	
2131	膏	gao	gcom	1	gcom	1	
2132	川	chuan	irx	1	irxx	1	
2133	模	mu	muwc	1	muwc	1	
2134	虾	xia	xxg	1	xxgj	1	
2135	慎	shen	ufxo	1	ufxo	1	
2136	筋	jin	jbet	1	jbet	1	
2137	擎	qing	qkn	1	qknp	1	
2138	眉	mei	mwb	1	mwbb	1	
2139	庞	pang	phk	1	phkd	1	
2140	贪	tan	tjh	1	tjhq	1	
2141	夷	yi	yigg	1	yigg	1	
2142	屏	ping	pkb	1	pkbn	1	
2143	橱	chu	iuwp	1	iuwp	1	
2144	悠	you	yzcx	1	yzcx	1	
2145	兆	zhao	vca	1	vcat	1	
2146	畏	wei	wwps	1	wwps	1	
2147	寂	ji	jiip	1	jiip	1	
2148	枕	zhen	vfw	1	vfwt	1	
2149	勋	xun	xyq	1	xyqt	1	
2150	呢	ni	niq	1	niqz	1	
2151	疚	jiu	jqk	1	jqkp	1	
2152	紫	zi	zis	1	zisy	1	
2153	鹅	e	eew	1	eewg	1	
2154	缸	gang	ghr	1	ghrs	1	
2155	浅	qian	qmaa	1	qmaa	1	
2156	浆	jiang	jlrr	2	jlrr	2	
2157	契	qi	qig	1	qigt	1	
2158	忏	chan	ijx	1	ijxv	1	
2159	讼	song	sse	1	sseg	1	
2160	遮	zhe	vekx	1	vekx	1	
2161	瞬	shun	uyb	1	uybx	1	
2162	悄	qiao	qnxm	1	qnxm	1	
2163	捣	dao	dcp	1	dcpv	1	
2164	串	chuan	irqx	1	irqx	1	
2165	兼	jian	jmpp	2	jmpp	2	
2166	脂	zhi	vim	1	vimb	1	
2167	玫	mei	mwg	1	mwgp	1	
2168	歧	qi	qis	1	qisp	3	
2169	赤	chi	iiz	1	iizr	2	
2170	慕	mu	mucx	1	mucx	1	
2171	饶	rao	rcz	1	rczt	1	
2172	疤	ba	bak	1	bakv	1	
2173	篷	peng	pge	1	pgex	1	
2174	猩	xing	xku	1	xkuh	1	
2175	谣	yao	yce	1	ycer	1	
2176	靴	xue	xte	1	xtez	1	
2177	涯	ya	yaa	1	yaaz	1	
2178	罢	ba	baog	1	baog	1	
2179	桩	zhuang	vlw	1	vlwz	1	
2180	瑰	gui	gvgd	1	gvgd	1	
2181	摊	tan	tjpq	1	tjpq	1	
2182	穴	xue	xti	1	xtio	1	
2183	妖	yao	ycs	1	ycst	2	
2184	率	shuai	uko	1	ukov	1	
2185	钩	gou	gzo	1	gzog	1	
2186	嘻	xi	xiqq	1	xiqq	1	
2187	凑	cou	cz	1	czat	1	cza
2188	寿	shou	uzj	1	uzjp	1	
2189	苍	cang	chn	1	chnv	1	
2190	碟	die	dpf	1	dpfw	1	
2191	酬	chou	izr	1	izrx	2	
2192	舔	tian	tmvx	1	tmvx	1	
2193	垂	chui	ivv	1	ivvj	1	
2194	悦	yue	ytx	1	ytxt	1	
2195	畅	chang	ihp	1	ihpm	1	
2196	纱	sha	uay	1	uayw	1	
2197	循	xun	xyc	1	xycb	2	
2198	烛	zhu	vuf	1	vufg	1	
2199	锅	guo	goo	1	goof	1	
2200	促	cu	cuc	1	cucs	1	
2201	堕	duo	doe	1	doez	1	
2202	棋	qi	qiw	1	qiwo	1	
2203	颠	dian	dmv	1	dmvq	2	
2204	览	lan	ljxq	1	ljxq	1	
2205	垮	kua	kxz	1	kxzt	1	
2206	盲	mang	mho	1	mhob	1	
2207	衷	zhong	vsa	1	vsax	1	
2208	艳	yan	yjg	1	yjgv	1	
2209	辅	fu	fud	1	fudn	1	
2210	肮	ang	ahm	1	ahmh	1	
2211	斑	ban	bjgt	1	bjgt	1	
2212	氓	mang	mhod	1	mhod	1	
2213	徽	hui	hvc	1	hvcp	1	
2214	稀	xi	xiry	1	xiry	1	
2215	藤	teng	tgn	1	tgnr	1	
2216	嚷	rang	rhq	1	rhqa	1	
2217	贡	gong	gssq	1	gssq	1	
2218	劣	lie	lpt	1	lptt	1	
2219	坎	kan	kjz	1	kjzf	1	
2220	汀	ting	tka	1	tkap	2	
2221	跨	kua	kxs	1	kxst	2	
2222	综	zong	zsyl	1	zsyl	1	
2223	携	xie	xpp	1	xppp	1	
2224	豫	yu	yuaj	1	yuaj	1	
2225	痒	yang	yhk	1	yhko	1	
2226	粒	li	lilh	1	lilh	1	
2227	跌	die	dps	1	dpsg	1	
2228	陶	tao	tce	1	tcer	1	
2229	嗓	sang	shq	1	shqw	1	
2230	膜	mo	momc	1	momc	1	
2231	兮	xi	xio	1	xiot	2	
2232	坟	fen	ffz	1	ffzt	2	
2233	御	yu	yuc	1	yuce	1	
2234	镑	bang	bho	1	bhod	1	
2235	恒	heng	hgx	1	hgxj	1	
2236	阅	yue	yth	1	ytht	1	
2237	贞	zhen	vfj	1	vfjq	1	
2238	莲	lian	lmn	1	lmnx	1	
2239	镖	biao	bno	1	bnol	1	
2240	腕	wan	wjm	1	wjmv	1	
2241	呕	ou	ouq	1	ouqt	1	
2242	敞	chang	iht	1	ihtp	1	
2243	棵	ke	kewp	1	kewp	1	
2244	匿	ni	nih	1	nihq	1	
2245	咙	long	lsq	1	lsqd	1	
2246	寒	han	hji	1	hjia	1	
2247	肢	zhi	vimp	1	vimp	1	
2248	狐	hu	huu	1	huur	1	
2249	饥	ji	jizh	1	jizh	1	
2250	宅	zhai	vdi	1	vdiz	1	
2251	棺	guan	grw	1	grwb	1	
2252	腺	xian	xmm	1	xmmr	1	
2253	呜	wu	wuqg	1	wuqg	1	
2254	缉	ji	jiyd	1	jiyd	1	
2255	刊	kan	kjv	1	kjvt	2	
2256	岗	gang	ghv	1	ghvt	1	
2257	淇	qi	qiao	1	qiao	1	
2258	渣	zha	vaa	1	vaaj	1	
2259	盼	pan	pjb	1	pjbt	1	
2260	阱	jing	jke	1	jken	1	
2261	捅	tong	tsp	1	tspm	1	
2262	贿	hui	hvq	1	hvqm	1	
2263	俊	jun	jyc	1	jycp	1	
2264	恤	xu	xux	1	xuxo	1	
2265	翅	chi	iip	1	iipt	1	
2266	迅	xun	xytx	1	xytx	1	
2267	晒	shai	ud	1	udbr	1	udb
2268	廷	ting	tkz	1	tkzx	1	
2269	淹	yan	yjap	1	yjap	1	
2270	壳	ke	kez	1	kezh	1	
2271	喻	yu	yuq	1	yuqt	1	
2272	榜	bang	bhwd	1	bhwd	1	
2273	棉	mian	mmw	1	mmwy	1	
2274	拟	ni	nip	1	nipf	1	
2275	橡	xiang	xlwj	1	xlwj	1	
2276	椒	jiao	jnw	1	jnwp	1	
2277	舅	jiu	jqm	1	jqmt	1	
2278	咨	zi	ziaq	1	ziaq	1	
2279	柴	chai	ids	1	idsw	1	
2280	歪	wai	wdj	1	wdjs	1	
2281	澳	ao	aoa	1	aoat	1	
2282	莓	mei	mwn	1	mwnf	1	
2283	躁	zao	zcs	1	zcsw	1	
2284	盆	pen	pfo	1	pfoo	1	
2285	蓄	xu	xun	1	xunp	1	
2286	懦	nuo	nox	1	noxl	1	
2287	泼	po	poaa	1	poaa	1	
2288	焰	yan	yjfm	1	yjfm	1	
2289	薇	wei	wwnp	1	wwnp	1	
2290	琪	qi	qigo	1	qigo	1	
2291	鸽	ge	gef	1	gefg	1	
2292	乃	nai	ndp	1	ndpp	1	
2293	坑	keng	kg	1	kgzh	1	kgz
2294	贤	xian	xmx	1	xmxq	1	
2295	钮	niu	nqo	1	nqoz	1	
2296	熏	xun	xym	1	xymm	1	
2297	脊	ji	jiam	1	jiam	1	
2298	珊	shan	ujg	1	ujgj	1	
2299	翘	qiao	qnj	1	qnjt	1	
2300	慨	kai	kdx	1	kdxt	1	
2301	洒	sa	saa	1	saar	1	
2302	泣	qi	qiah	1	qiah	1	
2303	逆	ni	nio	1	niox	1	
2304	柠	ning	nkw	1	nkwp	1	
2305	柱	zhu	vuw	1	vuwz	1	
2306	滥	lan	lja	1	ljao	1	
2307	罕	han	hjiv	1	hjiv	1	
2308	钞	chao	ico	1	icow	1	
2309	皆	jie	jpzm	1	jpzm	1	
2310	臀	tun	tyb	1	tybm	1	
2311	奎	kui	kvt	1	kvtz	1	
2312	础	chu	iuf	1	iufv	1	
2313	翁	weng	wg	1	wgot	2	
2314	鸣	ming	mkq	1	mkqg	1	
2315	狸	li	liup	1	liup	1	
2316	津	jin	jba	1	jbap	2	
2317	嘱	zhu	vuq	1	vuqa	1	
2318	耽	dan	djd	1	djdt	1	
2319	弊	bi	bio	1	bion	1	
2320	柏	bo	bow	1	bowm	1	
2321	蒸	zheng	vgn	1	vgnf	1	
2322	券	quan	qrxt	1	qrxt	1	
2323	螺	luo	log	1	logy	1	
2324	珀	po	pog	1	pogm	1	
2325	匠	jiang	jlh	1	jlhp	1	
2326	赴	fu	fusj	1	fusj	1	
2327	柄	bing	bkw	1	bkwf	1	
2328	稽	ji	jirb	1	jirb	1	
2329	删	shan	ujht	1	ujht	1	
2330	哨	shao	ucq	1	ucqm	1	
2331	檬	meng	mgw	1	mgwu	1	
2332	凝	ning	nka	1	nkas	1	
2333	遣	qian	qmg	1	qmgx	1	
2334	棚	peng	pgw	1	pgwm	1	
2335	炫	xuan	xrf	1	xrfy	1	
2336	宪	xian	xmi	1	xmit	1	
2337	届	jie	jpb	1	jpbp	1	
2338	睹	du	dub	1	dubb	1	
2339	扳	ban	bjpp	1	bjpp	1	
2340	绘	hui	hvy	1	hvyg	1	
2341	蚁	yi	yigt	1	yigt	1	
2342	碧	bi	big	1	bigf	1	
2343	盔	kui	kvv	1	kvvo	1	
2344	涨	zhang	vha	1	vhaw	1	
2345	薄	bao	bcn	1	bcnp	1	
2346	顽	wan	wjj	1	wjjq	1	
2347	侍	shi	uicp	1	uicp	1	
2348	厢	xiang	xlk	1	xlkb	1	
2349	匆	cong	csm	1	csma	1	
2350	殖	zhi	vil	1	vill	1	
2351	卦	gua	gxz	1	gxzj	1	
2352	捏	nie	np	1	nppz	1	npp
2353	苗	miao	mnn	1	mnnp	1	
2354	隧	sui	svex	1	svex	1	
2355	颁	ban	bjoq	1	bjoq	1	
2356	坡	po	poz	1	pozr	1	
2357	憎	zeng	zgx	1	zgxb	1	
2358	拷	kao	kcp	1	kcpt	1	
2359	锤	chui	ivo	1	ivoj	1	
2360	戚	qi	qiat	1	qiat	1	
2361	橙	cheng	igw	1	igwj	1	
2362	慷	kang	khx	1	khxr	1	
2363	芯	xin	xbnx	1	xbnx	1	
2364	膛	tang	thm	1	thmz	1	
2365	豹	bao	bcu	1	bcua	1	
2366	冈	gang	ghh	1	ghht	2	
2367	枝	zhi	viwp	1	viwp	1	
2368	丫	ya	yao	1	yaox	1	
2369	蝶	die	dpg	1	dpgw	1	
2370	氏	shi	uit	1	uitt	1	
2371	茄	qie	qpn	1	qpnq	1	
2372	酗	xu	xur	1	xurh	1	
2373	叮	ding	dkq	1	dkqp	1	
2374	噪	zao	zcq	1	zcqw	1	
2375	锻	duan	dro	1	dron	1	
2376	募	mu	muct	1	muct	1	
2377	戳	chuo	io	1	iota	1	iot
2378	寡	gua	gxi	1	gxit	1	
2379	狙	ju	juu	1	juul	1	
2380	辉	hui	hvt	1	hvtd	2	
2381	锯	ju	juo	1	juoy	1	
2382	贯	guan	grf	1	grfq	2	
2383	癫	dian	dmkq	1	dmkq	1	
2384	驴	lv	lvr	1	lvrb	1	
2385	卵	luan	lrf	1	lrff	1	
2386	狡	jiao	jnu	1	jnut	1	
2387	叹	tan	tjq	1	tjqp	1	
2388	卸	xie	xpr	1	xpre	1	
2389	唬	hu	huqh	1	huqh	1	
2390	暑	shu	uubb	1	uubb	1	
2391	癖	pi	pikv	1	pikv	1	
2392	凤	feng	fghp	1	fghp	1	
2393	铲	chan	ijo	1	ijow	1	
2394	夕	xi	xil	1	xill	1	
2395	梭	suo	sow	1	sowp	1	
2396	剖	pou	pz	1	pzht	1	pzh
2397	寞	mo	moi	1	moic	1	
2398	掏	tao	tcp	1	tcpr	1	
2399	茫	mang	mhn	1	mhno	2	
2400	趾	zhi	viss	1	viss	1	
2401	陋	lou	lze	1	lzet	1	
2402	冥	ming	mki	1	mkio	1	
2403	嗑	ke	keq	1	keqo	1	
2404	纷	fen	ffy	1	ffyt	1	
2405	芒	mang	mhno	1	mhno	1	
2406	蔽	bi	bin	1	binp	1	
2407	俘	fu	fuct	1	fuct	1	
2408	轿	jiao	jndx	1	jndx	1	
2409	煤	mei	mwf	1	mwfw	1	
2410	砖	zhuan	vrf	1	vrfa	1	
2411	浩	hao	hca	1	hcaq	2	
2412	颤	chan	ijoq	1	ijoq	1	
2413	熙	xi	xilf	1	xilf	1	
2414	驳	bo	bor	1	bort	2	
2415	宵	xiao	xni	1	xnim	1	
2416	臣	chen	ifl	1	ifll	1	
2417	迁	qian	qmvx	1	qmvx	1	
2418	聘	pin	pbd	1	pbdt	1	
2419	袍	pao	pcu	1	pcuv	2	
2420	撼	han	hjp	1	hjpx	1	
2421	笛	di	diep	1	diep	1	
2422	蝙	bian	bmg	1	bmgn	2	
2423	姜	jiang	jlx	1	jlxs	1	
2424	炬	ju	juf	1	jufh	1	
2425	蝠	fu	fug	1	fugp	2	
2426	翔	xiang	xlx	1	xlxt	1	
2427	旺	wang	whb	1	whbg	1	
2428	昆	kun	kyb	1	kybz	1	
2429	蝴	hu	hug	1	hugm	2	
2430	裔	yi	yiaq	1	yiaq	1	
2431	秃	tu	tur	1	turh	1	
2432	称	chen	ifr	1	ifrt	1	
2433	蛙	wa	wag	1	wagz	1	
2434	驻	zhu	vur	1	vurz	1	
2435	粪	fen	fflo	1	fflo	1	
2436	皂	zao	zcm	1	zcmz	1	
2437	眨	zha	vab	1	vabt	1	
2438	龟	gui	gvj	1	gvjj	1	
2439	乞	qi	qic	1	qict	1	
2440	呦	you	yzq	1	yzqt	1	
2441	愁	chou	izrx	1	izrx	1	
2442	梳	shu	uuwx	2	uuwx	2	
2443	沼	zhao	vcaq	1	vcaq	1	
2444	聋	long	lsd	1	lsdd	2	
2445	畜	chu	iuo	1	iuop	1	
2446	绵	mian	mmy	1	mmyy	1	
2447	洪	hong	hsa	1	hsao	1	
2448	赂	lu	luq	1	luqp	1	
2449	辐	fu	fudp	1	fudp	1	
2450	郊	jiao	jnoe	1	jnoe	1	
2451	鸦	ya	yajg	1	yajg	1	
2452	哄	hong	hsq	1	hsqo	1	
2453	皱	zhou	vzt	1	vztr	1	
2454	谐	xie	xpem	1	xpem	1	
2455	蹦	beng	bgs	1	bgsm	1	
2456	拽	zhuai	vk	1	vkpw	1	vkp
2457	兹	zi	zio	1	zioy	2	
2458	窒	zhi	vii	1	viin	1	
2459	碳	tan	tjf	1	tjff	1	
2460	赦	she	uez	1	uezp	1	
2461	傅	fu	fucp	1	fucp	1	
2462	锐	rui	rvo	1	rvot	1	
2463	剃	ti	til	1	tilt	1	
2464	帆	fan	fjy	1	fjyh	1	
2465	斥	chi	iipp	1	iipp	1	
2466	橘	ju	juw	1	juwq	2	
2467	丘	qiu	qqu	1	qquu	1	
2468	峡	xia	xxv	1	xxvt	1	
2469	悼	dao	dcx	1	dcxv	1	
2470	捞	lao	lcp	1	lcpt	1	
2471	驼	tuo	torz	1	torz	1	
2472	庇	bi	bik	1	bikz	1	
2473	巢	chao	icx	1	icxp	1	
2474	跤	jiao	jns	1	jnst	2	
2475	叨	dao	dcq	1	dcqt	1	
2476	逍	xiao	xntx	1	xntx	1	
2477	悍	han	hjxv	1	hjxv	1	
2478	抄	chao	icp	1	icpw	1	
2479	禽	qin	qbf	1	qbfa	1	
2480	履	lv	lvb	1	lvbp	1	
2481	刹	sha	uat	1	uatt	2	
2482	羽	yu	yutt	1	yutt	1	
2483	醋	cu	cur	1	curb	1	
2484	纤	xian	xmyv	1	xmyv	1	
2485	仑	lun	lyf	1	lyfz	1	
2486	淑	shu	uua	1	uuap	2	
2487	肋	lei	lwm	1	lwmt	1	
2488	蕉	jiao	jnn	1	jnnf	1	
2489	阔	kuo	koh	1	kohq	1	
2490	凳	deng	dglh	1	dglh	1	
2491	棘	ji	jiyy	1	jiyy	1	
2492	浸	jin	jbap	1	jbap	1	
2493	焕	huan	hrf	1	hrft	1	
2494	砰	peng	pgfv	1	pgfv	1	
2495	卓	zhuo	voj	1	vojv	1	
2496	藏	zang	zhnl	1	zhnl	1	
2497	衔	xian	xmco	1	xmco	1	
2498	孟	meng	mgt	1	mgto	1	
2499	熄	xi	xif	1	xifx	1	
2500	刘	liu	lqot	1	lqot	1	
2501	斜	xie	xpf	1	xpfv	1	
2502	谦	qian	qmep	1	qmep	1	
2503	什	shi	uicv	1	uicv	1	
2504	厦	sha	uak	1	uakp	1	
2505	吓	he	heqj	1	heqj	1	
2506	悟	wu	wux	1	wuxq	1	
2507	杖	zhang	vhw	1	vhwt	1	
2508	绒	rong	rsy	1	rsyv	1	
2509	浦	pu	pua	1	puan	1	
2510	醇	chun	iyr	1	iyrt	1	
2511	寺	si	siz	1	sizp	1	
2512	屉	ti	tib	1	tibt	2	
2513	茱	zhu	vun	1	vunv	1	
2514	霜	shuang	ull	1	ullb	1	
2515	县	xian	xml	1	xmlg	1	
2516	恳	ken	kfp	1	kfpx	1	
2517	泛	fan	fja	1	fjat	1	
2518	逸	yi	yij	1	yijx	1	
2519	咕	gu	guq	1	guqy	1	
2520	殴	ou	ouhn	1	ouhn	1	
