汉字	最终规范拆分	编码首根	编码末根
厯	厂 ＋ 木 ＋ 木 ＋ 折 ＋ 丶 ＋ 丶	广	点
㟳	山 ＋ 覀 ＋ 木	山	木
麜	鹿 ＋ 覀 ＋ 木	鹿	木
廲	广 ＋ 一 ＋ 冂 ＋ 丶 ＋ 一 ＋ 冂 ＋ 丶 ＋ 鹿	广	鹿
㧰	扌 ＋ 乐	扌	乐
婯	一 ＋ 冂 ＋ 丶 ＋ 一 ＋ 冂 ＋ 丶 ＋ 女	横	女
䮋	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 歹 ＋ 刂	横	刀
剺	未 ＋ 攵 ＋ 厂 ＋ 刀	未	刀
鬁	一 ＋ 卢字头 ＋ 二 ＋ 厶 ＋ 彡 ＋ 利	横	利
䡃	一 ＋ 日 ＋ 十 ＋ 力	横	力
攊	扌 ＋ 厂 ＋ 禾 ＋ 禾 ＋ 止	扌	止
轣	一 ＋ 日 ＋ 十 ＋ 厂 ＋ 禾 ＋ 禾 ＋ 止	横	止
孷	未 ＋ 攵 ＋ 厂 ＋ 子	未	子
攭	扌 ＋ 折 ＋ 折 ＋ 豕 ＋ 虫 ＋ 虫	扌	虫
㹈	未 ＋ 攵 ＋ 牛	未	牛
斄	未 ＋ 攵 ＋ 厂 ＋ 十 ＋ 人 ＋ 人 ＋ 丿 ＋ 丶	未	点
犛	未 ＋ 攵 ＋ 厂 ＋ 牛	未	牛
䣓	鬲 ＋ 阝	鬲	卩
叓	一 ＋ 口 ＋ 丨 ＋ 又	横	又
酈	一 ＋ 冂 ＋ 丶 ＋ 一 ＋ 冂 ＋ 丶 ＋ 鹿 ＋ 阝	横	卩
氂	未 ＋ 攵 ＋ 厂 ＋ 毛	未	毛
䮥	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 鬲	横	鬲
搮	扌 ＋ 覀 ＋ 木	扌	木
擽	扌 ＋ 白 ＋ 幺 ＋ 幺 ＋ 木	扌	木
轢	一 ＋ 日 ＋ 十 ＋ 白 ＋ 幺 ＋ 幺 ＋ 木	横	木
鸝	一 ＋ 冂 ＋ 丶 ＋ 一 ＋ 冂 ＋ 丶 ＋ 鹿 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	横	火
邐	一 ＋ 冂 ＋ 丶 ＋ 一 ＋ 冂 ＋ 丶 ＋ 鹿 ＋ 辶	横	辶
䚕	一 ＋ 冂 ＋ 丶 ＋ 一 ＋ 冂 ＋ 丶 ＋ 鹿 ＋ 目 ＋ 儿	横	儿
䴡	亚 ＋ 丿 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比字旁 ＋ 匕	业	匕
攦	扌 ＋ 一 ＋ 冂 ＋ 丶 ＋ 一 ＋ 冂 ＋ 丶 ＋ 鹿	扌	鹿
麗	一 ＋ 冂 ＋ 丶 ＋ 一 ＋ 冂 ＋ 丶 ＋ 鹿	横	鹿
劙	折 ＋ 折 ＋ 豕 ＋ 虫 ＋ 虫 ＋ 刂	折	刀
䍥	罒 ＋ 厂 ＋ 禾 ＋ 禾 ＋ 止	皿	止
䍽	差字头 ＋ 厂 ＋ 禾 ＋ 禾 ＋ 止	美字头	止
綟	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 户 ＋ 犬	纟	大
㼖	瓜 ＋ 折 ＋ 折 ＋ 豕 ＋ 虫 ＋ 虫	爫	虫
䗍	折 ＋ 折 ＋ 豕 ＋ 虫	折	虫
䤙	酉 ＋ 折 ＋ 折 ＋ 豕 ＋ 虫 ＋ 虫	西	虫
瓥	瓜 ＋ 豕 ＋ 虫 ＋ 虫	爫	虫
蠫	豸 ＋ 刂 ＋ 虫 ＋ 虫	豕	虫
䣫	酉 ＋ 十 ＋ 又	西	又
䍠	罒 ＋ 亠 ＋ 㐅 ＋ 凵 ＋ 禸	皿	禸
縭	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 亠 ＋ 㐅 ＋ 凵 ＋ 禸	纟	禸
䰜	弓 ＋ 鬲 ＋ 弓	折	折
纅	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 白 ＋ 幺 ＋ 幺 ＋ 木	纟	木
鷅	覀 ＋ 木 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	西	火
䍦	罒 ＋ 亠 ＋ 㐅 ＋ 凵 ＋ 禸 ＋ 隹	皿	隹
纚	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 一 ＋ 冂 ＋ 丶 ＋ 一 ＋ 冂 ＋ 丶 ＋ 鹿	纟	鹿
釃	酉 ＋ 一 ＋ 冂 ＋ 丶 ＋ 一 ＋ 冂 ＋ 丶 ＋ 鹿	西	鹿
盠	折 ＋ 折 ＋ 豕 ＋ 皿	折	皿
盭	幺 ＋ 土 ＋ 南字心 ＋ 攵 ＋ 皿	纟	皿
䋥	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 里	纟	里
貍	豸 ＋ 里	豕	里
曞	日 ＋ 厂 ＋ 艹 ＋ 日 ＋ 禺字底	日	禸
㬏	日 ＋ 鬲	日	鬲
㮚	卢字头 ＋ 囗 ＋ 人 ＋ 人 ＋ 木	卜	木
㒿	见二 ＋ 二 ＋ 亠 ＋ 㐅 ＋ 凵 ＋ 禸 ＋ 隹	匚	隹
㡂	歹 ＋ 刂 ＋ 巾	夕	巾
㦒	忄 ＋ 罒 ＋ 言	忄	讠
㽝	歹 ＋ 刂 ＋ 田	夕	田
㔏	石 ＋ 石 ＋ 石 ＋ 刂	石	刀
㤡	忄 ＋ 歹 ＋ 刂	忄	刀
悧	忄 ＋ 利	忄	利
㱹	歹 ＋ 厂 ＋ 禾 ＋ 禾 ＋ 止	夕	止
悷	忄 ＋ 户 ＋ 犬	忄	大
礪	石 ＋ 厂 ＋ 艹 ＋ 日 ＋ 禺字底	石	禸
礰	石 ＋ 厂 ＋ 禾 ＋ 禾 ＋ 止	石	止
砅	石 ＋ 水	石	氵
㤦	忄 ＋ 横 ＋ 口 ＋ 乂	忄	交
㸚	㐅 ＋ 㐅 ＋ 㐅 ＋ 㐅	交	交
䃯	石 ＋ 白 ＋ 冫 ＋ 撇 ＋ 点 ＋ 木	石	木
慄	忄 ＋ 覀 ＋ 木	忄	木
礫	石 ＋ 白 ＋ 幺 ＋ 幺 ＋ 木	石	木
㑦	亻 ＋ 户 ＋ 犬	亻	大
儮	亻 ＋ 厂 ＋ 禾 ＋ 禾 ＋ 止	亻	止
㒧	亻 ＋ 亠 ＋ 㐅 ＋ 凵 ＋ 禸 ＋ 隹	亻	隹
儷	亻 ＋ 一 ＋ 冂 ＋ 丶 ＋ 一 ＋ 冂 ＋ 丶 ＋ 鹿	亻	鹿
禲	礻 ＋ 厂 ＋ 艹 ＋ 日 ＋ 禺字底	礻	禸
靂	雨头 ＋ 厂 ＋ 禾 ＋ 禾 ＋ 止	雨	止
靋	雨头 ＋ 氵 ＋ 厂 ＋ 禾 ＋ 禾 ＋ 止	雨	止
㯤	十 ＋ 人 ＋ 人 ＋ 丿 ＋ 丶 ＋ 十 ＋ 人 ＋ 人 ＋ 丿 ＋ 丶	十	点
禮	礻 ＋ 由 ＋ 丨 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	礻	横
礼	礻 ＋ 折	礻	折
躒	足旁 ＋ 白 ＋ 幺 ＋ 幺 ＋ 木	足	木
鯏	鱼省 ＋ 灬 ＋ 利	鱼	利
鱱	鱼省 ＋ 灬 ＋ 厂 ＋ 艹 ＋ 日 ＋ 禺字底	鱼	禸
鱧	鱼省 ＋ 灬 ＋ 由 ＋ 丨 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	鱼	横
觻	角 ＋ 白 ＋ 幺 ＋ 幺 ＋ 木	角	木
鱳	鱼省 ＋ 灬 ＋ 白 ＋ 幺 ＋ 幺 ＋ 木	鱼	木
鱺	鱼省 ＋ 灬 ＋ 一 ＋ 冂 ＋ 丶 ＋ 一 ＋ 冂 ＋ 丶 ＋ 鹿	鱼	鹿
鯉	鱼省 ＋ 灬 ＋ 里	鱼	里
梸	木 ＋ 利	木	利
栛	木 ＋ 力 ＋ 力 ＋ 力	木	力
棙	木 ＋ 户 ＋ 犬	木	大
櫔	木 ＋ 厂 ＋ 艹 ＋ 日 ＋ 禺字底	木	禸
櫪	木 ＋ 厂 ＋ 禾 ＋ 禾 ＋ 止	木	止
欚	木 ＋ 折 ＋ 折 ＋ 豕 ＋ 虫 ＋ 虫	木	虫
蟸	豕 ＋ 虫 ＋ 虫	豕	虫
隸	木 ＋ 示 ＋ 折 ＋ 二 ＋ 氺	木	氵
檪	木 ＋ 白 ＋ 冫 ＋ 撇 ＋ 点 ＋ 木	木	木
櫟	木 ＋ 白 ＋ 幺 ＋ 幺 ＋ 木	木	木
㰚	木 ＋ 亠 ＋ 㐅 ＋ 凵 ＋ 禸 ＋ 隹	木	隹
栃	木 ＋ 反字框 ＋ 横 ＋ 撇 ＋ 折	木	折
欐	木 ＋ 一 ＋ 冂 ＋ 丶 ＋ 一 ＋ 冂 ＋ 丶 ＋ 鹿	木	鹿
兣	古 ＋ 儿 ＋ 厂 ＋ 里	古	里
梩	木 ＋ 里	木	里
鳨	丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬 ＋ 力	撇	力
㓯	巛 ＋ 田 ＋ 刂	巛	刀
脷	月 ＋ 利	月	利
䤚	月 ＋ 里	月	里
琍	王 ＋ 利	王	利
赲	走 ＋ 力	足	力
䟐	走 ＋ 厂 ＋ 禾 ＋ 禾 ＋ 止	足	止
壢	土 ＋ 厂 ＋ 禾 ＋ 禾 ＋ 止	土	止
瓑	王 ＋ 厂 ＋ 禾 ＋ 禾 ＋ 止	王	止
瓈	王 ＋ 禾 ＋ 勹 ＋ 丿 ＋ 全字头 ＋ 氺	王	氵
隷	士 ＋ 示 ＋ 折 ＋ 二 ＋ 氺	土	氵
䟏	走 ＋ 白 ＋ 幺 ＋ 幺 ＋ 木	足	木
塛	土 ＋ 覀 ＋ 木	土	木
瑮	王 ＋ 覀 ＋ 木	王	木
瓅	王 ＋ 白 ＋ 幺 ＋ 幺 ＋ 木	王	木
㘓	口 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	口	束
囒	口 ＋ 艹 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	口	束
囕	口 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 罒 ＋ 目 ＋ 儿	口	儿
嬾	女 ＋ 束 ＋ ⺈ ＋ 目 ＋ 八	女	八
孄	女 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	女	束
孏	女 ＋ 艹 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	女	束
幱	巾 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	巾	束
讕	言 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	讠	束
㛦	女 ＋ 木 ＋ 木	女	木
㜮	女 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 皿	女	皿
譋	言 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 月	讠	月
燷	火 ＋ 亠 ＋ 囗 ＋ 口 ＋ 示	火	示
燣	火 ＋ 亠 ＋ 囗 ＋ 口 ＋ 禾	火	禾
煉	火 ＋ 柬	火	束
爛	火 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	火	束
爤	火 ＋ 艹 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	火	束
糷	米 ＋ 艹 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	米	束
爦	火 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 罒 ＋ 目 ＋ 儿	火	儿
燗	火 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 月	火	月
爁	火 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 皿	火	皿
䈒	竹头 ＋ 十 ＋ 冂 ＋ 南字心	竹	南字心
籣	竹头 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	竹	束
襴	衤 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	礻	束
襽	衤 ＋ 艹 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	礻	束
籃	竹头 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 皿	竹	皿
襤	衤 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 皿	礻	皿
湅	氵 ＋ 柬	氵	束
瀾	氵 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	氵	束
灡	氵 ＋ 艹 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	氵	束
浨	氵 ＋ 宀 ＋ 木	氵	木
漣	氵 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	氵	辶
灠	氵 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 罒 ＋ 目 ＋ 儿	氵	儿
㳕	氵 ＋ 丷 ＋ 一 ＋ 二	氵	二
灆	氵 ＋ 艹 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 皿	氵	皿
葻	艹 ＋ 风省 ＋ 撇 ＋ 虫	艹	虫
蘭	艹 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	艹	束
䍀	纟 ＋ 览字头 ＋ 皿	纟	皿
䆾	宀 ＋ 八 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 皿	宀	皿
䪍	革 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	廿	束
斕	文 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	文	束
鑭	全字头 ＋ 金字底 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	人	束
钄	全字头 ＋ 金字底 ＋ 艹 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	人	束
韊	革 ＋ 艹 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	廿	束
嵐	山 ＋ 风省 ＋ 撇 ＋ 虫	山	虫
厱	厂 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人	广	人
㞩	山 ＋ 凡	山	几
攔	扌 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	扌	束
連	一 ＋ 日 ＋ 十 ＋ 辶	横	辶
攬	扌 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 罒 ＋ 目 ＋ 儿	扌	儿
㨫	扌 ＋ 览字头 ＋ 皿	扌	皿
㩜	扌 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 皿	扌	皿
䰐	一 ＋ 卢字头 ＋ 二 ＋ 厶 ＋ 彡 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 皿	横	皿
醂	酉 ＋ 木 ＋ 木	西	木
䌫	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 目 ＋ 儿	纟	儿
纜	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 罒 ＋ 目 ＋ 儿	纟	儿
繿	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 皿	纟	皿
䦨	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 一 ＋ 申 ＋ 丿 ＋ 丶	匚	点
闌	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	匚	束
㦨	忄 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	忄	束
㱫	歹 ＋ 柬	夕	束
䃹	石 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	石	束
懢	忄 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 皿	忄	皿
礷	石 ＋ 艹 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 皿	石	皿
僋	亻 ＋ 今 ＋ 目 ＋ 八	亻	八
擥	臣 ＋ 卧人 ＋ 丶 ＋ 罒 ＋ 手	臣	扌
㑣	亻 ＋ 木 ＋ 木	亻	木
覧	臣 ＋ 卧人 ＋ 丶 ＋ 目 ＋ 儿	臣	儿
覽	臣 ＋ 卧人 ＋ 丶 ＋ 罒 ＋ 目 ＋ 儿	臣	儿
儖	亻 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 皿	亻	皿
躝	足旁 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	足	束
欄	木 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	木	束
欗	木 ＋ 艹 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	木	束
㰖	木 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 目 ＋ 儿	木	儿
欖	木 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 罒 ＋ 目 ＋ 儿	木	儿
䑌	月 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	月	束
壈	土 ＋ 亠 ＋ 囗 ＋ 口 ＋ 禾	土	禾
瓓	王 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 柬	王	束
壏	土 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 皿	土	皿
璼	王 ＋ 臣 ＋ 卧人 ＋ 丶 ＋ 皿	王	皿
㖫	口 ＋ 土 ＋ 八 ＋ 夂	口	又
䯍	骨 ＋ 令	骨	今
婈	女 ＋ 土 ＋ 八 ＋ 夂	女	又
詅	言 ＋ 令	讠	今
爧	火 ＋ 雨头 ＋ 口 ＋ 口 ＋ 口 ＋ 工 ＋ 人 ＋ 人	火	人
炩	火 ＋ 令	火	今
燯	火 ＋ 雨头 ＋ 令	火	今
䈊	竹头 ＋ 土 ＋ 八 ＋ 夂	竹	又
䉹	竹头 ＋ 雨头 ＋ 口 ＋ 口 ＋ 口 ＋ 工 ＋ 人 ＋ 人	竹	人
裬	衤 ＋ 土 ＋ 八 ＋ 夂	礻	又
䉁	竹头 ＋ 耳 ＋ 令	竹	今
䉖	竹头 ＋ 一 ＋ 日 ＋ 十 ＋ 令	竹	今
䍅	缶 ＋ 令	击	今
䙥	衤 ＋ 雨头 ＋ 令	礻	今
笭	竹头 ＋ 令	竹	今
袊	衤 ＋ 令	礻	今
淩	氵 ＋ 土 ＋ 八 ＋ 夂	氵	又
瀮	氵 ＋ 雨头 ＋ 木 ＋ 木	氵	木
蘦	艹 ＋ 雨头 ＋ 口 ＋ 口 ＋ 口	艹	口
䕘	艹 ＋ 令 ＋ 一 ＋ 自 ＋ 八	艹	八
䔖	艹 ＋ 阝 ＋ 土 ＋ 八 ＋ 夂	艹	又
䖅	艹 ＋ 雨头 ＋ 口 ＋ 口 ＋ 口 ＋ 工 ＋ 人 ＋ 人	艹	人
蓤	艹 ＋ 冫 ＋ 土 ＋ 八 ＋ 夂	艹	又
蔆	艹 ＋ 氵 ＋ 土 ＋ 八 ＋ 夂	艹	又
蕶	艹 ＋ 雨头 ＋ 令	艹	今
狑	犭 ＋ 令	犭	今
齡	止 ＋ 人 ＋ 人 ＋ 一 ＋ 人 ＋ 人 ＋ 凵 ＋ 令	止	今
齢	止 ＋ 米 ＋ 凵 ＋ 令	止	今
秢	禾 ＋ 令	禾	今
㾉	疒 ＋ 令	广	今
領	令 ＋ 一 ＋ 自 ＋ 八	今	八
刢	令 ＋ 刂	今	刀
錂	全字头 ＋ 金字底 ＋ 土 ＋ 八 ＋ 夂	人	又
㸳	牜 ＋ 令	牛	今
皊	白 ＋ 令	白	今
竛	立 ＋ 令	立	今
鈴	全字头 ＋ 金字底 ＋ 令	人	今
鴒	令 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	今	火
阾	阝 ＋ 令	卩	今
䧙	阝 ＋ 山 ＋ 全字头 ＋ 恭字底	卩	忄
麢	鹿 ＋ 雨头 ＋ 口 ＋ 口 ＋ 口	鹿	口
嶺	山 ＋ 令 ＋ 一 ＋ 自 ＋ 八	山	八
㡵	广 ＋ 令	广	今
䴫	鹿旁 ＋ 雨头 ＋ 令	鹿	今
岺	山 ＋ 令	山	今
䡼	一 ＋ 日 ＋ 十 ＋ 雨头 ＋ 口 ＋ 口 ＋ 口	横	口
䡿	一 ＋ 日 ＋ 十 ＋ 雨头 ＋ 口 ＋ 口 ＋ 口 ＋ 工 ＋ 人 ＋ 人	横	人
掕	扌 ＋ 土 ＋ 八 ＋ 夂	扌	又
軨	一 ＋ 日 ＋ 十 ＋ 令	横	今
駖	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 令	横	今
醽	酉 ＋ 雨头 ＋ 口 ＋ 口 ＋ 口	西	口
綾	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 土 ＋ 八 ＋ 夂	纟	又
䌢	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 雨头 ＋ 令	纟	今
彾	彳 ＋ 令	彳	今
紷	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 令	纟	今
衑	彳 ＋ 令 ＋ 一 ＋ 丁	彳	寸
〇	折	折	折
㬡	日 ＋ 雨头 ＋ 令	日	今
閝	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 令	匚	今
鹷	卢字头 ＋ 囗 ＋ 㐅 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 令	卜	今
㦭	忄 ＋ 雨头 ＋ 口 ＋ 口 ＋ 口 ＋ 工 ＋ 人 ＋ 人	忄	人
砱	石 ＋ 令	石	今
䰱	雨头 ＋ 口 ＋ 口 ＋ 口 ＋ 工 ＋ 人 ＋ 人 ＋ 鬼	雨	鬼
霝	雨头 ＋ 口 ＋ 口 ＋ 口	雨	口
孁	雨头 ＋ 口 ＋ 口 ＋ 口 ＋ 女	雨	女
䄥	礻 ＋ 雨头 ＋ 口 ＋ 口 ＋ 口 ＋ 工 ＋ 人 ＋ 人	礻	人
靈	雨头 ＋ 口 ＋ 口 ＋ 口 ＋ 工 ＋ 人 ＋ 人	雨	人
㪮	雨头 ＋ 口 ＋ 口 ＋ 口 ＋ 卢字头 ＋ 又	雨	又
跉	足旁 ＋ 令	足	今
霗	雨头 ＋ 氵 ＋ 令	雨	今
霊	雨头 ＋ 一 ＋ 亚	雨	业
霛	雨头 ＋ 弓 ＋ 弓 ＋ 弓	雨	折
䨩	雨头 ＋ 礻 ＋ 申	雨	田
䴇	雨头 ＋ 令 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	雨	火
䴒	雨头 ＋ 口 ＋ 口 ＋ 口 ＋ 工 ＋ 人 ＋ 人 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	雨	火
䚖	雨头 ＋ 口 ＋ 口 ＋ 口 ＋ 工 ＋ 人 ＋ 人 ＋ 目 ＋ 儿	雨	儿
靇	雨头 ＋ 立 ＋ 青字底 ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三	雨	三
龗	雨头 ＋ 口 ＋ 口 ＋ 口 ＋ 立 ＋ 青字底 ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 三	雨	三
鯪	鱼省 ＋ 灬 ＋ 土 ＋ 八 ＋ 夂	鱼	又
櫺	木 ＋ 雨头 ＋ 口 ＋ 口 ＋ 口	木	口
欞	木 ＋ 雨头 ＋ 口 ＋ 口 ＋ 口 ＋ 工 ＋ 人 ＋ 人	木	人
㯪	木 ＋ 雨头 ＋ 令	木	今
䠲	身 ＋ 令	向	今
朎	月 ＋ 令	月	今
㻏	王 ＋ 彐 ＋ 火	王	火
夌	土 ＋ 八 ＋ 夂	土	又
㲆	士 ＋ 尸 ＋ 丨 ＋ 殳 ＋ 令	土	今
琌	王 ＋ 山 ＋ 今	王	今
唡	口 ＋ 两	口	丽
喨	口 ＋ 享字头 ＋ 冖 ＋ 几	口	几
啢	口 ＋ 一 ＋ 巾 ＋ 入 ＋ 入	口	人
魎	鬼 ＋ 一 ＋ 巾 ＋ 入 ＋ 入	鬼	人
諒	言 ＋ 享字头 ＋ 小	讠	小
煷	火 ＋ 享字头 ＋ 冖 ＋ 几	火	几
糧	米 ＋ 日 ＋ 一 ＋ 里	米	里
裲	衤 ＋ 一 ＋ 巾 ＋ 入 ＋ 入	礻	人
涼	氵 ＋ 享字头 ＋ 小	氵	小
湸	氵 ＋ 享字头 ＋ 冖 ＋ 几	氵	几
䓣	艹 ＋ 一 ＋ 巾 ＋ 入 ＋ 入	艹	人
㒳	冂 ＋ 丨 ＋ 入 ＋ 入	匚	人
㾗	疒 ＋ 丶 ＋ 艮	广	艮
蜽	虫 ＋ 一 ＋ 巾 ＋ 入 ＋ 入	虫	人
㹁	牜 ＋ 享字头 ＋ 小	牛	小
鍄	全字头 ＋ 金字底 ＋ 享字头 ＋ 小	人	小
䩫	革 ＋ 一 ＋ 巾 ＋ 入 ＋ 入	廿	人
䁁	目 ＋ 享字头 ＋ 小	日	小
䝶	目 ＋ 八 ＋ 享字头 ＋ 小	日	小
輬	一 ＋ 日 ＋ 十 ＋ 享字头 ＋ 小	横	小
㔝	一 ＋ 巾 ＋ 入 ＋ 入 ＋ 力	横	力
両	一 ＋ 冂 ＋ 山	横	山
輌	一 ＋ 日 ＋ 十 ＋ 一 ＋ 冂 ＋ 山	横	山
兩	一 ＋ 巾 ＋ 入 ＋ 入	横	人
掚	扌 ＋ 一 ＋ 巾 ＋ 入 ＋ 入	扌	人
輛	一 ＋ 日 ＋ 十 ＋ 一 ＋ 巾 ＋ 入 ＋ 入	横	人
䣼	酉 ＋ 享字头 ＋ 小	西	小
綡	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 享字头 ＋ 小	纟	小
緉	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 一 ＋ 巾 ＋ 入 ＋ 入	纟	人
倆	亻 ＋ 一 ＋ 巾 ＋ 入 ＋ 入	亻	人
䠃	足旁 ＋ 一 ＋ 巾 ＋ 入 ＋ 入	足	人
蹣	足旁 ＋ 廿 ＋ 巾 ＋ 入 ＋ 入	足	人
䭪	饣 ＋ 日 ＋ 一 ＋ 里	饣	里
樑	木 ＋ 氵 ＋ 刀 ＋ 丶 ＋ 丶 ＋ 木	木	木
噒	口 ＋ 米 ＋ 夕 ＋ 降下角	口	降下角
嗹	口 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	口	辶
㜃	女 ＋ 亻 ＋ 言	女	讠
嬚	女 ＋ 广 ＋ 兼	女	兼
孌	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 女	讠	女
譧	言 ＋ 广 ＋ 兼	讠	兼
攣	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 手	讠	扌
媡	女 ＋ 柬	女	束
嫾	女 ＋ 米 ＋ 夕 ＋ 降下角	女	降下角
㜻	女 ＋ 言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 心	女	忄
戀	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 心	讠	忄
㜕	女 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	女	辶
謰	言 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	讠	辶
熑	火 ＋ 兼	火	兼
燫	火 ＋ 广 ＋ 兼	火	兼
