汉字	原始总频	已分配频率	待分配频率
皛	0	0	0
皞	0	0	0
皤	0	0	0
皦	0	0	0
皭	0	0	0
皮	9160	8591	569
皱	430	430	0
皲	1	1	0
皴	2	2	0
皿	51	51	0
盂	21	21	0
盅	16	16	0
盆	581	581	0
盈	198	198	0
盉	0	0	0
益	1750	1744	6
盍	0	0	0
盎	204	204	0
盏	135	135	0
盐	821	821	0
监	10947	10939	8
盒	2706	2684	22
盔	517	517	0
盖	4416	3385	1031
盗	2654	2652	2
盘	4310	4294	16
盛	2683	2505	178
盟	1847	1841	6
盥	60	2	58
盦	0	0	0
目	22482	22460	22
盯	2501	2501	0
盱	0	0	0
盲	662	662	0
直	46163	46159	4
盷	0	0	0
相	47856	47797	59
盹	147	147	0
盼	600	600	0
盾	987	987	0
省	2285	2273	12
眄	0	0	0
眇	0	0	0
眈	72	72	0
眉	726	726	0
眊	0	0	0
看	213974	213965	9
眍	0	0	0
眙	0	0	0
眚	0	0	0
真	140928	140845	83
眠	1508	1505	3
眢	0	0	0
眦	4	4	0
眨	438	438	0
眩	172	172	0
眬	0	0	0
眭	0	0	0
眯	51	51	0
眵	0	0	0
眶	61	61	0
眷	138	138	0
眸	69	69	0
眺	22	22	0
眼	19247	19246	1
着	120210	117377	2833
睁	1332	1331	1
睃	0	0	0
睄	0	0	0
睇	1	1	0
睎	0	0	0
睐	52	52	0
睑	41	41	0
睚	3	3	0
睛	5729	5729	0
睡	14599	14599	0
睢	0	0	0
督	2282	2271	11
睥	0	0	0
睦	117	117	0
睨	0	0	0
睫	172	172	0
睬	119	119	0
睹	521	521	0
睽	58	58	0
睾	288	277	11
睿	91	87	4
瞀	0	0	0
瞄	799	799	0
瞅	53	53	0
瞋	0	0	0
瞌	114	114	0
瞍	0	0	0
瞎	1674	1674	0
瞑	17	17	0
瞒	1664	1664	0
瞟	26	26	0
瞠	13	13	0
瞢	0	0	0
瞥	87	87	0
瞧	7800	7514	286
瞩	117	117	0
瞪	235	235	0
瞫	0	0	0
瞬	704	703	1
瞭	0	0	0
瞰	57	57	0
瞳	121	121	0
瞵	0	0	0
瞻	46	46	0
瞽	0	0	0
瞿	2	2	0
矍	1	1	0
矗	17	17	0
矛	752	746	6
矜	35	35	0
矞	0	0	0
矢	123	123	0
矣	50	50	0
知	211542	211504	38
矧	0	0	0
矩	1758	1758	0
矫	154	154	0
矬	17	17	0
短	4871	4751	120
矮	884	884	0
矰	0	0	0
石	6896	5825	1071
矶	2728	2697	31
矸	0	0	0
矻	0	0	0
矼	0	0	0
矾	6	6	0
矿	1010	1003	7
砀	0	0	0
码	8906	8905	1
砂	141	141	0
砄	0	0	0
砆	0	0	0
砉	0	0	0
砌	45	45	0
砍	1200	1200	0
砑	0	0	0
砒	24	24	0
研	4263	4261	2
砖	461	461	0
砗	0	0	0
砘	0	0	0
砚	5	5	0
砜	2	2	0
砝	14	14	0
砟	5	5	0
砠	0	0	0
砣	16	16	0
砥	16	16	0
砧	31	31	0
砫	0	0	0
砬	0	0	0
砭	1	1	0
砮	0	0	0
砰	402	402	0
破	10541	10534	7
砵	0	0	0
砷	44	44	0
砸	3336	3336	0
砹	2	2	0
砺	10	10	0
砻	0	0	0
砼	0	0	0
砾	54	54	0
础	548	548	0
硁	0	0	0
硅	122	122	0
硇	0	0	0
硊	0	0	0
硌	7	7	0
硍	0	0	0
硎	0	0	0
硐	1	1	0
硒	7	7	0
硔	0	0	0
硕	280	258	22
硖	0	0	0
硗	0	0	0
硙	0	0	0
硚	0	0	0
硝	171	171	0
硪	0	0	0
硫	269	146	123
硬	3248	3245	3
硭	0	0	0
确	34034	34029	5
硼	9	9	0
硿	0	0	0
碃	0	0	0
碇	1	1	0
碈	0	0	0
碉	62	62	0
碌	281	244	37
碍	1986	1983	3
碎	3520	3520	0
碏	0	0	0
碑	351	349	2
碓	1	0	1
碗	1145	1145	0
碘	51	51	0
碚	0	0	0
碛	2	2	0
碜	9	9	0
碟	671	671	0
碡	0	0	0
碣	0	0	0
碥	0	0	0
碧	574	519	55
碨	0	0	0
碰	7601	7593	8
碱	170	169	1
碲	0	0	0
碳	426	426	0
碴	43	43	0
碶	0	0	0
碹	0	0	0
碾	177	177	0
磁	1157	1154	3
磅	1339	28	1311
磉	0	0	0
磊	28	19	9
磋	29	29	0
磏	0	0	0
磐	57	57	0
磔	0	0	0
磕	299	299	0
磙	0	0	0
磜	0	0	0
磡	0	0	0
磨	2850	2845	5
磬	0	0	0
磲	0	0	0
磴	0	0	0
磷	88	88	0
磹	0	0	0
磻	0	0	0
礁	190	190	0
礅	0	0	0
礌	0	0	0
礓	0	0	0
礞	0	0	0
礴	1	1	0
礵	0	0	0
示	9413	9383	30
礼	14769	14681	88
社	5084	5067	17
祀	45	45	0
祁	7	7	0
祃	0	0	0
祆	0	0	0
祇	0	0	0
祈	2293	2293	0
祉	25	25	0
祊	0	0	0
祋	0	0	0
祎	0	0	0
祏	0	0	0
祐	0	0	0
祓	0	0	0
祕	0	0	0
祖	2413	2366	47
祗	13	13	0
祚	0	0	0
祛	30	30	0
祜	0	0	0
祝	8531	8531	0
神	22077	22064	13
祟	373	373	0
祠	10	10	0
祢	3	2	1
祥	369	367	2
祧	0	0	0
票	12689	12640	49
祭	560	250	310
祯	5	3	2
祲	0	0	0
祷	2416	2416	0
祸	1752	1751	1
祺	7	6	1
祼	7	0	7
祾	1	0	1
禀	58	58	0
禁	3705	3705	0
禄	25	24	1
禅	141	94	47
禊	0	0	0
禋	0	0	0
福	8073	7546	527
禒	0	0	0
禔	0	0	0
禘	0	0	0
禚	0	0	0
禛	0	0	0
禤	0	0	0
禧	43	40	3
禳	0	0	0
禹	4	4	0
禺	0	0	0
离	35725	35725	0
禽	411	411	0
禾	7	7	0
秀	5062	5012	50
私	7253	7249	4
秃	446	445	1
秆	9	9	0
秉	68	67	1
秋	1195	1174	21
种	42397	42371	26
科	11967	10835	1132
秒	3925	3905	20
秕	1	1	0
秘	8045	8035	10
租	4187	4187	0
秣	0	0	0
秤	59	59	0
秦	71	57	14
秧	12	12	0
秩	351	351	0
秫	0	0	0
秬	0	0	0
秭	0	0	0
积	1619	1614	5
称	6188	6110	78
秸	1	1	0
移	4845	4845	0
秽	202	201	1
秾	0	0	0
稀	649	648	1
稂	0	0	0
稃	0	0	0
稆	0	0	0
程	10184	10114	70
稌	0	0	0
稍	3604	3604	0
税	1301	1293	8
稑	0	0	0
稔	18	18	0
稗	3	3	0
稙	0	0	0
稚	337	337	0
稞	3	1	2
稠	42	32	10
稣	1517	1514	3
稳	2495	2487	8
稷	1	1	0
稹	0	0	0
稻	208	208	0
稼	107	107	0
稽	556	533	23
稿	860	859	1
穄	0	0	0
穆	992	784	208
穑	0	0	0
穗	46	46	0
穙	0	0	0
穜	0	0	0
穟	0	0	0
穰	0	0	0
穴	705	680	25
究	6461	6458	3
穷	1429	1429	0
穸	0	0	0
穹	17	16	1
空	15517	15450	67
穿	17175	17150	25
窀	0	0	0
突	7044	7044	0
窃	1849	1839	10
窄	173	173	0
窅	0	0	0
窈	36	36	0
窊	0	0	0
窍	372	372	0
窎	0	0	0
窑	59	59	0
窒	427	427	0
窕	36	36	0
窖	171	171	0
窗	3573	3562	11
窘	101	101	0
窜	193	193	0
窝	975	972	3
窟	231	230	1
窠	1	1	0
窣	0	0	0
窥	376	375	1
窦	67	58	9
窨	2	2	0
窬	0	0	0
窭	0	0	0
窳	0	0	0
窸	0	0	0
窿	33	33	0
立	10194	10065	129
竑	0	0	0
竖	312	312	0
竘	0	0	0
站	14330	14304	26
竞	2933	2928	5
竟	5425	5425	0
章	3560	3537	23
竣	7	7	0
童	3421	3419	2
竦	1	1	0
竫	0	0	0
竭	826	781	45
端	2113	2111	2
竹	371	370	1
竺	59	59	0
竽	6	6	0
竿	149	149	0
笃	46	42	4
笄	0	0	0
笆	108	108	0
笈	11	11	0
笊	1	1	0
笋	44	44	0
笏	1	1	0
笑	22282	22274	8
笔	5693	5664	29
笕	0	0	0
笙	24	14	10
笛	460	452	8
笞	11	11	0
笠	80	78	2
笤	7	7	0
笥	0	0	0
符	2209	2206	3
笨	3993	3984	9
笪	0	0	0
笫	0	0	0
第	40665	40590	75
笮	0	0	0
笯	0	0	0
笱	0	0	0
笳	1	1	0
笸	0	0	0
笺	33	33	0
笼	777	775	2
笾	0	0	0
筀	0	0	0
筅	0	0	0
筇	0	0	0
等	71184	71184	0
筋	728	728	0
筌	0	0	0
筏	77	77	0
筐	93	93	0
筑	1643	1643	0
筒	772	769	3
答	11907	11907	0
策	2376	2327	49
筘	1	1	0
筚	2	2	0
筛	144	144	0
筜	0	0	0
筝	105	105	0
筠	0	0	0
筢	0	0	0
筤	0	0	0
筥	0	0	0
筦	0	0	0
筮	0	0	0
筱	15	4	11
筲	1	1	0
筵	19	19	0
筶	0	0	0
筷	92	92	0
筹	1407	1401	6
筻	0	0	0
筼	0	0	0
签	5898	5898	0
简	11953	11872	81
箅	0	0	0
箍	94	94	0
箐	5	5	0
箓	0	0	0
箔	55	55	0
箕	10	10	0
箖	0	0	0
算	28149	27602	547
箜	0	0	0
管	29106	28930	176
箢	0	0	0
箦	0	0	0
箧	0	0	0
箨	0	0	0
箩	31	31	0
箪	0	0	0
箫	158	158	0
箬	1	1	0
箭	1291	1276	15
箱	5936	5924	12
箴	35	35	0
箸	0	0	0
篁	0	0	0
篆	0	0	0
篇	1538	1538	0
篌	0	0	0
篑	19	19	0
篓	55	55	0
篙	1	1	0
篚	0	0	0
篝	130	130	0
篡	98	98	0
篥	0	0	0
篦	5	5	0
篪	0	0	0
篮	1825	1825	0
篯	0	0	0
篱	138	138	0
篷	687	687	0
篼	0	0	0
篾	37	37	0
簃	0	0	0
簇	35	35	0
簉	0	0	0
簋	0	0	0
簌	0	0	0
簏	0	0	0
簕	0	0	0
簖	0	0	0
簝	0	0	0
簟	0	0	0
簠	0	0	0
簧	171	161	10
簪	15	15	0
簰	0	0	0
簸	85	85	0
簿	321	317	4
籀	0	0	0
籁	42	42	0
籍	357	357	0
籥	0	0	0
米	13160	11128	2032
籴	0	0	0
类	11326	11321	5
籼	0	0	0
籽	50	49	1
粉	3634	3625	9
粑	4	4	0
粒	636	636	0
粕	17	17	0
粗	1709	1706	3
粘	957	131	826
粜	0	0	0
粝	0	0	0
粞	0	0	0
粟	50	50	0
粢	0	0	0
粤	11	11	0
粥	171	152	19
粪	448	440	8
粮	318	318	0
粱	9	9	0
粲	0	0	0
粳	0	0	0
粹	854	854	0
粼	4	4	0
粽	10	10	0
精	13848	13840	8
粿	0	0	0
糁	1	0	1
糅	16	16	0
糇	0	0	0
糈	0	0	0
糊	2040	1984	56
糌	0	0	0
糍	1	1	0
糒	0	0	0
糕	7583	7583	0
糖	4066	3931	135
糗	143	143	0
糙	176	176	0
糜	34	15	19
糟	12328	12328	0
糠	11	11	0
糨	6	6	0
糯	9	9	0
糵	0	0	0
系	29335	29204	131
紊	139	139	0
素	3715	3684	31
索	8632	8213	419
紧	14373	14317	56
紫	741	710	31
累	3208	3206	2
絜	0	0	0
絮	115	115	0
絷	0	0	0
綦	0	0	0
綮	0	0	0
縠	0	0	0
縢	0	0	0
縻	0	0	0
繁	779	775	4
繄	0	0	0
繇	0	0	0
纂	7	7	0
纛	0	0	0
纠	918	918	0
纡	3	3	0
红	7488	7165	323
纣	5	5	0
纤	467	414	53
纥	0	0	0
约	22767	21393	1374
级	9893	9879	14
纨	25	25	0
纩	0	0	0
纪	6916	6896	20
纫	73	73	0
纬	130	130	0
纭	6	6	0
纮	0	0	0
纯	2224	2223	1
纰	29	29	0
纱	668	668	0
纲	112	112	0
纳	8151	6022	2129
纴	0	0	0
纵	1393	1393	0
纶	9	8	1
纷	466	466	0
纸	5221	5213	8
纹	3455	3451	4
纺	81	81	0
纻	0	0	0
纼	0	0	0
纽	5492	5466	26
纾	8	8	0
线	15170	15156	14
绀	4	4	0
绁	0	0	0
绂	0	0	0
练	9142	9124	18
组	11486	11386	100
绅	754	754	0
细	6196	6159	37
织	4022	4014	8
终	11114	11114	0
绉	11	11	0
绊	358	358	0
绋	0	0	0
绌	12	12	0
绍	2811	2807	4
绎	321	320	1
经	80208	80181	27
绐	1	1	0
绑	3815	3810	5
绒	400	397	3
结	32979	32919	60
绔	22	22	0
绕	1754	1754	0
绖	0	0	0
绗	0	0	0
绘	520	520	0
给	123901	123580	321
绚	42	42	0
绛	4	4	0
络	2287	2139	148
绝	16004	15974	30
绞	390	364	26
统	13355	13317	38
绠	0	0	0
绡	0	0	0
绢	78	78	0
绣	176	176	0
绤	0	0	0
绥	3	2	1
绦	15	15	0
继	14780	14777	3
绨	1	1	0
绩	1128	1128	0
绪	2558	2527	31
绫	30	26	4
续	15616	15615	1
绮	23	15	8
绯	158	158	0
绰	324	312	12
绱	21	21	0
绲	0	0	0
绳	1679	1679	0
维	12745	10483	2262
绵	436	432	4
绶	51	51	0
绷	380	380	0
绸	187	183	4
绹	0	0	0
绺	9	9	0
绻	2	2	0
综	647	640	7
绽	138	138	0
绾	0	0	0
绿	2312	2265	47
缀	83	83	0
缁	0	0	0
缂	0	0	0
缃	0	0	0
缄	76	76	0
缅	229	229	0
缆	277	277	0
缇	98	91	7
缈	18	18	0
缉	674	606	68
缊	0	0	0
缌	0	0	0
缎	64	64	0
缐	0	0	0
缑	0	0	0
缒	0	0	0
缓	1150	1147	3
缔	66	66	0
缕	75	75	0
编	4833	4830	3
缗	0	0	0
缘	1650	1650	0
缙	0	0	0
缚	307	307	0
缛	22	22	0
缜	14	14	0
缝	1773	1773	0
缞	0	0	0
缟	1	0	1
缠	1425	1425	0
缡	1	1	0
缢	2	2	0
缣	0	0	0
缤	18	18	0
缥	19	19	0
缦	0	0	0
缧	0	0	0
缨	10	10	0
缩	1737	1720	17
缪	217	30	187
缫	0	0	0
缬	5	5	0
缭	44	44	0
缮	42	42	0
缯	1	1	0
缰	43	43	0
缱	3	3	0
缲	0	0	0
缳	2	2	0
缴	284	284	0
缵	0	0	0
缶	1	1	0
缸	709	709	0
缺	3186	3186	0
罂	37	36	1
罄	13	13	0
罅	6	6	0
罍	0	0	0
罐	1589	1583	6
网	5949	5913	36
罔	27	27	0
罕	627	550	77
罗	18453	15223	3230
罘	0	0	0
罚	2523	2516	7
罟	0	0	0
罡	0	0	0
罢	2058	683	1375
罨	0	0	0
罩	1260	1260	0
罪	14242	14239	3
置	9009	9009	0
罱	0	0	0
署	1227	1226	1
罴	0	0	0
罶	0	0	0
罹	14	14	0
罽	0	0	0
罾	0	0	0
羁	165	164	1
羊	2285	2273	12
羌	0	0	0
美	45561	45066	495
羑	0	0	0
羓	0	0	0
羔	230	230	0
羕	0	0	0
羖	0	0	0
羚	88	87	1
羝	0	0	0
羞	2136	2136	0
羟	46	46	0
羡	297	296	1
群	4880	4854	26
羧	0	0	0
羯	50	50	0
羰	0	0	0
羱	0	0	0
羲	0	0	0
羸	6	6	0
羹	111	111	0
羼	0	0	0
羽	408	408	0
羿	0	0	0
翀	0	0	0
翁	558	548	10
翂	0	0	0
翃	0	0	0
翅	597	597	0
翈	0	0	0
翊	1	0	1
翌	22	22	0
翎	2	2	0
翔	450	448	2
翕	0	0	0
翘	560	558	2
翙	0	0	0
翚	0	0	0
翛	0	0	0
翟	4	0	4
翠	445	367	78
翡	59	59	0
翥	0	0	0
翦	0	0	0
翩	168	168	0
翮	0	0	0
翯	0	0	0
翰	3415	2449	966
翱	58	58	0
翳	3	3	0
翷	0	0	0
翻	3382	3378	4
翼	774	770	4
翾	0	0	0
耀	1385	1384	1
老	52688	52146	542
考	11613	11425	188
耄	0	0	0
者	42245	42148	97
耆	5	5	0
耇	0	0	0
耋	0	0	0
而	72462	72450	12
耍	2393	2390	3
耏	0	0	0
耐	1965	1926	39
耑	0	0	0
耒	0	0	0
耔	0	0	0
耕	115	115	0
耖	0	0	0
耗	817	816	1
耘	20	20	0
耙	35	22	13
耜	0	0	0
耠	0	0	0
耢	0	0	0
耤	0	0	0
耥	0	0	0
耦	10	10	0
耧	0	0	0
耨	1	1	0
耩	0	0	0
耪	0	0	0
耰	0	0	0
耱	0	0	0
耳	3964	3929	35
耵	0	0	0
耶	6967	6814	153
耷	13	13	0
耸	140	140	0
耻	1384	1383	1
耽	545	545	0
耿	251	251	0
聂	35	31	4
聃	0	0	0
聆	243	243	0
聊	7323	7323	0
聋	435	433	2
职	8028	7997	31
聍	0	0	0
聒	18	18	0
联	14117	14072	45
聘	455	455	0
聚	4585	4526	59
聩	5	5	0
聪	5075	5071	4
聱	0	0	0
聿	0	0	0
肃	938	938	0
肄	5	5	0
肆	319	319	0
肇	143	143	0
肉	6996	6974	22
肋	405	404	1
肌	1322	1322	0
肓	33	33	0
肖	1137	984	153
肘	223	185	38
肚	1684	1684	0
肛	165	165	0
肝	833	833	0
肟	3	3	0
肠	1566	1562	4
股	5724	5721	3
肢	615	615	0
肤	1874	1874	0
肥	2292	2283	9
肩	1653	1649	4
肪	291	291	0
肫	1	1	0
肭	0	0	0
肮	659	658	1
肯	22710	22289	421
肱	18	18	0
育	3232	3175	57
肴	45	45	0
肷	0	0	0
肸	0	0	0
肺	1157	1135	22
肼	13	13	0
肽	32	32	0
肾	794	769	25
肿	1176	1176	0
胀	320	317	3
胁	3271	3269	2
胂	0	0	0
胃	1448	1448	0
胄	5	5	0
胆	2487	2484	3
胈	0	0	0
背	7930	7883	47
胍	1	1	0
胎	2470	2470	0
胖	2272	1037	1235
胗	2	2	0
胙	0	0	0
胚	99	99	0
胛	26	26	0
胜	6512	6510	2
胝	6	6	0
胞	1675	1652	23
胠	0	0	0
胡	5787	5698	89
胣	0	0	0
胤	7	0	7
胥	6	6	0
胧	72	51	21
胨	0	0	0
胩	0	0	0
胪	0	0	0
胫	51	51	0
胬	0	0	0
胭	15	15	0
胯	70	70	0
胰	170	170	0
胱	70	69	1
胲	0	0	0
胳	956	918	38
胴	12	12	0
胶	1518	1505	13
胸	3264	3264	0
胺	166	154	12
胼	6	6	0
能	241617	241589	28
脂	694	694	0
脆	1437	1437	0
脉	1757	1514	243
脊	560	560	0
脍	5	5	0
脎	0	0	0
脏	5793	5784	9
脐	170	170	0
脑	13934	13921	13
脒	0	0	0
脓	134	134	0
脔	4	4	0
脖	1330	1305	25
脘	0	0	0
脚	7454	7284	170
脞	0	0	0
脟	0	0	0
脩	0	0	0
脬	0	0	0
脯	93	81	12
脱	7945	7945	0
脲	1	1	0
脶	0	0	0
脸	9350	9317	33
脾	1026	1026	0
脿	0	0	0
腆	37	37	0
腈	4	4	0
腊	1000	894	106
腋	85	85	0
腌	159	7	152
腐	1209	1209	0
腑	52	52	0
腒	0	0	0
腓	128	126	2
腔	996	996	0
腕	624	620	4
腘	2	0	2
腙	0	0	0
腚	2	2	0
腠	0	0	0
腥	372	372	0
腧	0	0	0
腨	0	0	0
腩	0	0	0
腭	12	12	0
腮	76	76	0
腯	0	0	0
腰	1198	1198	0
腱	54	53	1
腴	9	9	0
腹	873	873	0
腺	609	609	0
腻	295	295	0
腼	35	35	0
腽	0	0	0
腾	1083	1045	38
腿	4983	4983	0
膀	1274	1264	10
膂	0	0	0
膈	25	25	0
膊	911	872	39
膏	734	733	1
膑	1	1	0
膘	18	18	0
膙	0	0	0
膛	502	502	0
膜	662	632	30
膝	1029	992	37
膦	3	3	0
膨	159	156	3
膳	63	63	0
膺	10	10	0
膻	0	0	0
臀	549	549	0
臂	1487	1297	190
臃	23	23	0
臆	60	60	0
臊	53	53	0
臌	0	0	0
臑	0	0	0
臜	0	0	0
臣	467	456	11
臧	0	0	0
自	98698	98613	85
臬	0	0	0
臭	3448	799	2649
至	18394	18361	33
致	6199	6197	2
臻	20	20	0
臼	85	85	0
臾	1	1	0
舀	32	32	0
舁	0	0	0
舂	0	0	0
舄	0	0	0
舅	585	585	0
舆	75	75	0
舌	1482	1448	34
舍	1482	1441	41
舐	19	19	0
舒	3635	3566	69
舔	669	669	0
舛	2	2	0
舜	10	10	0
舞	22832	22825	7
舟	321	320	1
舠	0	0	0
舢	4	4	0
舣	0	0	0
舥	0	0	0
航	3991	3991	0
舫	0	0	0
般	4611	4576	35
舭	0	0	0
舯	0	0	0
舰	1407	1407	0
舱	1192	1177	15
舲	0	0	0
舳	0	0	0
舴	0	0	0
舵	182	165	17
舶	9	9	0
舷	143	143	0
舸	0	0	0
船	9979	9977	2
舻	0	0	0
舾	0	0	0
艄	1	1	0
艅	0	0	0
艇	1110	1106	4
艉	1	1	0
艋	0	0	0
艎	0	0	0
艏	0	0	0
艘	1462	1462	0
艚	0	0	0
艟	0	0	0
艨	0	0	0
艮	51	51	0
良	3045	3043	2
艰	1633	1633	0
色	21624	21391	233
艳	663	661	2
艴	0	0	0
艺	4390	4266	124
艽	0	0	0
艾	8577	2500	6077
艿	0	0	0
节	17377	17276	101
芃	0	0	0
芄	0	0	0
芈	0	0	0
芊	0	0	0
芋	79	79	0
芍	0	0	0
芎	0	0	0
芏	0	0	0
芑	0	0	0
芒	491	466	25
芗	0	0	0
芘	0	0	0
芙	1008	822	186
芜	58	58	0
芝	1342	1313	29
芟	0	0	0
芠	0	0	0
芡	0	0	0
芣	0	0	0
芤	0	0	0
芥	227	187	40
芦	143	143	0
芨	0	0	0
芩	0	0	0
芪	0	0	0
芫	11	0	11
芬	1865	1486	379
芭	1584	1482	102
芮	191	173	18
芯	505	505	0
芰	0	0	0
花	17379	17319	60
芳	289	287	2
芴	0	0	0
芷	1	1	0
芸	43	42	1
芹	64	64	0
芼	0	0	0
芽	235	235	0
芾	0	0	0
苁	0	0	0
苄	0	0	0
苇	55	55	0
苈	0	0	0
苉	0	0	0
苊	0	0	0
苋	1	1	0
苌	0	0	0
苍	677	674	3
苎	1	1	0
苏	4463	4054	409
苑	94	94	0
苒	0	0	0
苓	0	0	0
苔	270	270	0
苕	1	0	1
苗	511	511	0
苘	0	0	0
苛	269	269	0
苜	28	28	0
苞	16	16	0
苟	181	178	3
苠	0	0	0
苡	1	1	0
苣	57	47	10
苤	0	0	0
若	2455	2249	206
苦	7563	7539	24
苧	0	0	0
苫	4	4	0
苯	156	156	0
英	14246	14144	102
苴	1	1	0
苷	1	1	0
苹	854	803	51
苻	0	0	0
苾	0	0	0
茀	0	0	0
茁	23	23	0
茂	118	98	20
范	3037	2779	258
茄	996	877	119
茅	207	203	4
茆	0	0	0
茈	0	0	0
茉	256	256	0
茋	0	0	0
茌	0	0	0
茎	312	312	0
茏	1	1	0
茑	0	0	0
茓	0	0	0
茔	1	1	0
茕	4	4	0
茗	3	3	0
茚	2	2	0
茛	0	0	0
茜	1256	92	1164
茝	0	0	0
茧	114	114	0
茨	1157	838	319
茫	471	470	1
茬	142	142	0
茭	0	0	0
茯	0	0	0
茱	395	395	0
茳	0	0	0
茴	42	42	0
茵	115	109	6
茶	2089	2083	6
茸	220	220	0
茹	58	52	6
茺	0	0	0
茼	0	0	0
茽	0	0	0
荀	0	0	0
荁	0	0	0
荃	1	0	1
荄	0	0	0
荆	65	65	0
荇	0	0	0
草	3811	3788	23
荏	2	2	0
荐	764	763	1
荑	0	0	0
荒	2284	2284	0
荓	0	0	0
荔	9	9	0
荖	0	0	0
荙	0	0	0
荚	25	25	0
荛	0	0	0
荜	14	14	0
荞	26	26	0
荟	11	11	0
荠	5	3	2
荡	1916	1916	0
荣	4691	4678	13
荤	27	27	0
荥	0	0	0
荦	0	0	0
荧	160	160	0
荨	12	12	0
荩	0	0	0
荪	4	2	2
荫	91	88	3
荬	0	0	0
荭	0	0	0
荮	0	0	0
药	11040	10996	44
荷	1745	1606	139
荸	0	0	0
荻	16	11	5
荼	34	28	6
荽	11	0	11
莅	32	32	0
莆	5	5	0
莉	6520	4665	1855
莎	4402	1926	2476
莒	0	0	0
莓	583	583	0
莘	1	0	1
莙	2	0	2
莛	0	0	0
莜	17	17	0
莝	0	0	0
莞	2	1	1
莠	1	1	0
莨	12	11	1
莩	0	0	0
莪	0	0	0
莫	4987	4101	886
莰	1	1	0
莱	10510	8622	1888
莲	845	621	224
莳	32	30	2
莴	49	49	0
莶	0	0	0
获	6235	6233	2
莸	0	0	0
莹	15	13	2
莺	63	63	0
莼	0	0	0
莽	280	280	0
莿	0	0	0
菀	0	0	0
菁	14	14	0
菂	0	0	0
菅	9	9	0
菇	260	260	0
菉	0	0	0
菊	248	230	18
菌	1021	1020	1
菍	0	0	0
菏	9	9	0
菔	0	0	0
菖	0	0	0
菘	0	0	0
菜	4069	4061	8
菝	0	0	0
菟	2	2	0
菠	200	200	0
菡	4	0	4
菥	0	0	0
菩	104	104	0
菪	11	11	0
菰	6	6	0
菱	29	29	0
菲	4253	3459	794
菹	0	0	0
菼	0	0	0
菽	0	0	0
萁	1	1	0
萃	98	98	0
萄	1092	1092	0
萆	0	0	0
萋	0	0	0
萌	88	88	0
萍	67	66	1
萎	166	166	0
萏	0	0	0
萑	0	0	0
萘	12	12	0
萚	0	0	0
萜	1	1	0
萝	1187	1180	7
萣	0	0	0
萤	103	103	0
营	4472	4458	14
萦	86	86	0
萧	165	158	7
萨	7690	6386	1304
萩	6	0	6
萱	2	0	2
萳	1	0	1
萸	4	4	0
萹	0	0	0
萼	1	1	0
落	10041	8266	1775
葆	22	22	0
葎	0	0	0
葑	0	0	0
葖	0	0	0
著	0	0	0
葙	0	0	0
葚	1	1	0
葛	1027	932	95
葜	0	0	0
葡	1098	1098	0
董	941	939	2
葩	1	1	0
葫	54	54	0
葬	1988	1988	0
葭	0	0	0
葰	0	0	0
葱	390	390	0
葳	0	0	0
葴	0	0	0
葵	212	212	0
葶	0	0	0
葸	0	0	0
葺	10	10	0
蒂	7727	6431	1296
蒄	0	0	0
蒇	0	0	0
蒈	0	0	0
蒉	0	0	0
蒋	16	16	0
蒌	0	0	0
蒎	0	0	0
蒐	0	0	0
蒗	0	0	0
蒙	4498	4007	491
蒜	303	303	0
蒟	2	0	2
蒡	5	5	0
蒨	0	0	0
蒯	0	0	0
蒱	0	0	0
蒲	86	82	4
蒴	0	0	0
蒸	541	541	0
蒹	0	0	0
蒺	0	0	0
蒻	2	0	2
蒽	0	0	0
蒿	2	0	2
蓁	0	0	0
蓂	0	0	0
蓄	581	581	0
蓇	0	0	0
蓉	75	75	0
蓊	0	0	0
蓍	2	2	0
蓏	0	0	0
蓐	1	1	0
蓑	3	3	0
蓓	81	60	21
蓖	15	15	0
蓝	3564	3386	178
蓟	33	33	0
蓠	0	0	0
蓢	0	0	0
蓣	0	0	0
蓥	0	0	0
蓦	3	3	0
蓬	351	345	6
蓰	0	0	0
蓼	16	16	0
蓿	27	27	0
蔀	0	0	0
蔃	0	0	0
蔈	0	0	0
蔊	0	0	0
蔌	0	0	0
蔑	202	202	0
蔓	279	172	107
蔗	67	67	0
蔚	59	27	32
蔟	0	0	0
蔡	116	115	1
蔫	17	17	0
蔬	361	361	0
蔷	39	39	0
蔸	0	0	0
蔹	0	0	0
蔺	0	0	0
蔻	32	32	0
蔼	136	136	0
蔽	466	466	0
蕃	48	0	48
蕈	3	3	0
蕉	405	403	2
蕊	45	45	0
蕖	0	0	0
蕗	0	0	0
蕙	0	0	0
蕞	0	0	0
蕤	0	0	0
蕨	9	9	0
蕰	0	0	0
蕲	0	0	0
蕴	66	65	1
蕹	0	0	0
蕺	0	0	0
蕻	0	0	0
蕾	1814	1679	135
薁	0	0	0
薄	1674	1483	191
薅	0	0	0
薇	610	570	40
薏	13	13	0
薛	145	139	6
薜	0	0	0
薢	0	0	0
薤	0	0	0
薨	0	0	0
薪	1084	1084	0
薮	2	2	0
薯	771	767	4
薰	161	153	8
薳	0	0	0
薷	0	0	0
薸	0	0	0
薹	0	0	0
薿	0	0	0
藁	3	3	0
藉	286	159	127
藏	7826	3729	4097
藐	132	132	0
